
k,l,u,v,rho,cluster,frame
46,24,1074.93,490.936,-3.60439,2,15
46,25,1063.77,510.272,-4.23095,2,15
46,26,1075.01,529.276,-3.60439,2,15
47,26,1096.17,529.306,-4.23095,2,15
48,25,1107.58,510.08,-3.60439,2,15
48,24,1118.08,490.977,-4.53767,2,15
49,24,1140.44,490.923,-3.60439,2,15
49,25,1128.75,510.051,-4.23095,2,15
49,26,1140.4,529.152,-3.60439,2,15
49,27,1128.8,548.256,-4.23095,2,15
50,27,1151.02,548.783,-4.53767,2,15
50,26,1161.47,529.324,-4.23095,2,15
51,25,1173.12,510.004,-3.60439,2,15
50,24,1161.42,491.081,-4.23095,2,15
51,23,1173.12,471.78,-3.60439,2,15
50,23,1150.77,472.018,-4.53767,2,15
49,23,1128.79,471.873,-4.23095,2,15
49,22,1140.4,452.723,-3.60439,2,15
50,22,1161.36,452.972,-4.23095,2,15
51,22,1183.62,453.426,-4.53767,2,15
52,22,1205.86,452.744,-3.60439,2,15
52,23,1195.16,472.097,-4.23095,2,15
51,24,1183.15,491.207,-4.53767,2,15
52,24,1205.79,490.954,-3.60439,2,15
52,25,1195.11,510.423,-4.23095,2,15
51,26,1183.25,529.764,-4.53767,2,15
52,26,1205.62,529.182,-3.60439,2,15
52,27,1195.01,548.413,-4.23095,2,15
51,27,1173.06,548.103,-3.60439,2,15
50,28,1161.51,565.94,-4.23095,2,15
51,29,1173.31,585.214,-3.60439,2,15
52,29,1195.71,585.199,-4.23095,2,15
51,28,1183.36,566.03,-4.53767,2,15
52,28,1205.48,566.644,-3.60439,2,15
52,30,1206.52,605.029,-3.60439,2,15
50,29,1151.98,584.143,-4.53767,2,15
49,28,1140.39,566.231,-3.60439,2,15
52,21,1196.3,435.202,-4.23095,2,15
51,21,1173.32,434.919,-3.60439,2,15
50,25,1151,510.636,-4.53767,2,15
48,27,1107.52,548.359,-3.60439,2,15
47,23,1086.06,471.937,-4.53767,2,15
46,22,1074.95,452.607,-3.60439,2,15
44,64,1028.55,1302.31,-4.19111,20,15
45,65,1040.44,1321.29,-3.56455,20,15
45,66,1051.96,1341.49,-4.49783,20,15
46,65,1061.82,1321.72,-4.19111,20,15
46,64,1073.08,1302.57,-3.56455,20,15
47,65,1083.64,1322.28,-4.49783,20,15
48,65,1105.89,1321.5,-3.56455,20,15
47,66,1094.35,1340.67,-4.19111,20,15
48,66,1116.67,1341.04,-4.49783,20,15
49,66,1138.65,1340.58,-3.56455,20,15
49,67,1126.99,1360.06,-4.19111,20,15
48,68,1116.68,1379.79,-4.49783,20,15
48,67,1105.93,1359.66,-3.56455,20,15
47,68,1094.25,1379.19,-4.19111,20,15
47,67,1084.31,1359.91,-4.49783,20,15
46,67,1061.76,1360.06,-4.19111,20,15
46,66,1073.21,1340.6,-3.56455,20,15
45,68,1052,1379.73,-4.49783,20,15
45,67,1040.61,1359.73,-3.56455,20,15
46,68,1073.14,1378.82,-3.56455,20,15
46,69,1061.68,1396.84,-4.19111,20,15
46,70,1073.09,1416.08,-3.56455,20,15
47,69,1083.8,1396.75,-4.49783,20,15
48,69,1105.86,1396.92,-3.56455,20,15
47,70,1094.29,1415.78,-4.19111,20,15
48,71,1105.85,1435.03,-3.56455,20,15
48,70,1116.66,1415.69,-4.49783,20,15
49,70,1138.65,1415.83,-3.56455,20,15
49,69,1126.9,1396.7,-4.19111,20,15
50,69,1148.82,1396.66,-4.49783,20,15
51,69,1171.19,1396.82,-3.56455,20,15
50,70,1159.17,1415.81,-4.19111,20,15
51,71,1170.99,1435.19,-3.56455,20,15
50,72,1159.6,1454.23,-4.19111,20,15
51,73,1171.9,1473.52,-3.56455,20,15
50,73,1150.83,1472.08,-4.49783,20,15
49,72,1138.78,1453.9,-3.56455,20,15
49,71,1126.98,1434.72,-4.19111,20,15
50,71,1148.98,1434.64,-4.49783,20,15
48,72,1117.32,1453.15,-4.49783,20,15
50,68,1159.5,1379.21,-4.19111,20,15
51,67,1171.37,1359.68,-3.56455,20,15
50,67,1148.95,1360.58,-4.49783,20,15
50,66,1159.52,1340.9,-4.19111,20,15
51,65,1171.54,1321.58,-3.56455,20,15
50,65,1149.07,1322.49,-4.49783,20,15
50,64,1160.2,1302.85,-4.19111,20,15
51,64,1182.46,1302.42,-4.49783,20,15
52,65,1193.41,1321.45,-4.19111,20,15
49,64,1138.67,1302.57,-3.56455,20,15
49,65,1126.91,1321.78,-4.19111,20,15
48,64,1116.72,1303.82,-4.49783,20,15
49,68,1138.81,1378.76,-3.56455,20,15
45,69,1040.62,1397.03,-3.56455,20,15
44,65,1019.5,1320.7,-4.49783,20,15
44,44,1030.53,896.281,-4.20142,11,15
45,44,1053.18,896.957,-4.50814,11,15
45,43,1041.27,877.239,-3.57486,11,15
46,43,1062.68,877.921,-4.20142,11,15
47,43,1085.16,878.696,-4.50814,11,15
48,43,1106.76,877.562,-3.57486,11,15
48,44,1117.7,897.459,-4.50814,11,15
47,44,1095.38,896.896,-4.20142,11,15
48,45,1106.77,915.753,-3.57486,11,15
48,46,1117.73,935.649,-4.50814,11,15
47,46,1095.28,935.139,-4.20142,11,15
47,47,1084.88,954.94,-4.50814,11,15
46,46,1073.99,934.733,-3.57486,11,15
46,47,1062.77,954.177,-4.20142,11,15
45,48,1052.92,974.093,-4.50814,11,15
45,47,1041.56,954.064,-3.57486,11,15
44,48,1030.76,973.659,-4.20142,11,15
45,49,1041.57,991.42,-3.57486,11,15
44,50,1030.2,1011.01,-4.20142,11,15
45,50,1052.68,1010.23,-4.50814,11,15
45,51,1041.07,1030.05,-3.57486,11,15
46,51,1061.92,1028.57,-4.20142,11,15
46,50,1074.11,1010.14,-3.57486,11,15
47,49,1085.42,990.603,-4.50814,11,15
46,49,1063.01,990.879,-4.20142,11,15
46,48,1073.99,973.089,-3.57486,11,15
47,48,1095.3,973.249,-4.20142,11,15
48,47,1106.73,953.974,-3.57486,11,15
48,48,1117.64,974.018,-4.50814,11,15
49,47,1127.94,954.248,-4.20142,11,15
49,46,1139.49,934.861,-3.57486,11,15
50,47,1150.11,954.837,-4.50814,11,15
51,47,1172.24,954.018,-3.57486,11,15
50,48,1160.49,973.334,-4.20142,11,15
51,48,1182.1,974.014,-4.50814,11,15
52,48,1204.51,973.059,-3.57486,11,15
52,49,1194.09,991.227,-4.20142,11,15
51,50,1182.47,1010.66,-4.50814,11,15
52,51,1194.97,1029.5,-4.20142,11,15
51,51,1172.39,1029.32,-3.57486,11,15
50,50,1160.72,1010.04,-4.20142,11,15
51,49,1172.21,991.153,-3.57486,11,15
50,49,1150.21,990.705,-4.50814,11,15
49,50,1139.68,1010.22,-3.57486,11,15
49,49,1128.04,990.995,-4.20142,11,15
49,48,1139.52,973.091,-3.57486,11,15
48,49,1106.87,991.117,-3.57486,11,15
47,50,1095.37,1009.75,-4.20142,11,15
48,51,1106.73,1029.12,-3.57486,11,15
47,51,1083.9,1027.29,-4.50814,11,15
49,51,1128.08,1028.67,-4.20142,11,15
52,50,1205.01,1010.5,-3.57486,11,15
50,46,1160.48,935.338,-4.20142,11,15
51,45,1172.24,915.778,-3.57486,11,15
50,44,1160.51,896.911,-4.20142,11,15
51,43,1172.35,877.63,-3.57486,11,15
50,43,1150.44,878.686,-4.50814,11,15
49,43,1127.92,877.944,-4.20142,11,15
49,44,1139.44,896.678,-3.57486,11,15
50,45,1150.11,916.515,-4.50814,11,15
49,45,1127.9,915.958,-4.20142,11,15
51,46,1181.99,935.607,-4.50814,11,15
52,45,1194.12,915.863,-4.20142,11,15
52,44,1204.85,896.328,-3.57486,11,15
52,46,1204.62,934.683,-3.57486,11,15
46,45,1062.84,915.996,-4.20142,11,15
46,44,1074,896.533,-3.57486,11,15
47,45,1085.05,916.022,-4.50814,11,15
45,45,1041.48,915.619,-3.57486,11,15
45,42,1050.89,860.356,-4.50814,11,15
43,106,1005.27,2151.04,-3.57998,38,15
44,107,1016.3,2171.81,-4.51325,38,15
43,107,993.979,2170.62,-4.20653,38,15
43,108,1005.94,2189.72,-3.57998,38,15
44,109,1017.88,2210.06,-4.51325,38,15
44,108,1027.31,2190.3,-4.20653,38,15
45,108,1049.76,2191.47,-4.51325,38,15
45,107,1038.49,2170.98,-3.57998,38,15
46,107,1059.88,2171.52,-4.20653,38,15
46,108,1071.37,2190.05,-3.57998,38,15
47,109,1082.48,2210.41,-4.51325,38,15
46,109,1059.91,2209.18,-4.20653,38,15
46,110,1071.42,2228.17,-3.57998,38,15
45,110,1049.47,2228.41,-4.51325,38,15
44,110,1027.39,2228.66,-4.20653,38,15
45,109,1038.81,2209.08,-3.57998,38,15
43,110,1006.12,2228.08,-3.57998,38,15
44,111,1017.26,2246.54,-4.51325,38,15
43,111,995.096,2246.4,-4.20653,38,15
43,112,1006.12,2265.46,-3.57998,38,15
44,112,1027.34,2265.51,-4.20653,38,15
45,113,1038.65,2284.61,-3.57998,38,15
45,112,1049.27,2265.72,-4.51325,38,15
46,111,1059.9,2246.39,-4.20653,38,15
47,111,1082.26,2246.47,-4.51325,38,15
48,111,1104.25,2246.27,-3.57998,38,15
47,112,1092.5,2265.36,-4.20653,38,15
48,113,1104.21,2284.43,-3.57998,38,15
47,114,1092.5,2303.4,-4.20653,38,15
48,115,1104.3,2322.39,-3.57998,38,15
48,116,1116.73,2340.65,-4.51325,38,15
47,116,1093.37,2340.97,-4.20653,38,15
47,115,1082.64,2322.4,-4.51325,38,15
46,115,1059.93,2322.45,-4.20653,38,15
46,114,1071.27,2303.63,-3.57998,38,15
46,113,1059.84,2284.44,-4.20653,38,15
47,113,1082.26,2284.6,-4.51325,38,15
46,112,1071.32,2265.46,-3.57998,38,15
49,116,1137.5,2341.83,-3.57998,38,15
49,115,1125.32,2322.49,-4.20653,38,15
49,114,1136.66,2303.56,-3.57998,38,15
50,115,1146.49,2325.35,-4.51325,38,15
51,115,1169.81,2323.78,-3.57998,38,15
49,113,1124.9,2284.37,-4.20653,38,15
49,112,1136.82,2265.35,-3.57998,38,15
50,113,1145.65,2287.21,-4.51325,38,15
49,111,1124.98,2246.24,-4.20653,38,15
48,112,1114.53,2265.4,-4.51325,38,15
49,110,1137.09,2228.17,-3.57998,38,15
49,109,1126.18,2208.5,-4.20653,38,15
48,110,1114.89,2229.42,-4.51325,38,15
48,109,1104.31,2209.11,-3.57998,38,15
47,110,1092.65,2228.63,-4.20653,38,15
47,108,1092.53,2190.26,-4.20653,38,15
48,107,1104.23,2171.14,-3.57998,38,15
48,108,1114.88,2191.26,-4.51325,38,15
49,107,1125.51,2171.31,-4.20653,38,15
50,107,1148.29,2171.6,-4.51325,38,15
49,108,1137.04,2190.02,-3.57998,38,15
50,109,1146.87,2209.95,-4.51325,38,15
48,114,1114.74,2303.62,-4.51325,38,15
45,111,1038.67,2246.42,-3.57998,38,15
43,86,1006.82,1745.91,-3.56291,29,15
44,87,1018.58,1765.79,-4.49619,29,15
43,88,1007.06,1784.38,-3.56291,29,15
44,89,1018.53,1803.51,-4.49619,29,15
44,88,1028.23,1784.8,-4.18947,29,15
45,88,1050.96,1785.47,-4.49619,29,15
45,87,1039.47,1765.23,-3.56291,29,15
44,86,1028.08,1746.59,-4.18947,29,15
45,86,1050.78,1747.45,-4.49619,29,15
45,85,1039.35,1727.09,-3.56291,29,15
44,85,1017.35,1727.33,-4.49619,29,15
46,86,1072.25,1746.23,-3.56291,29,15
47,87,1083.24,1766.49,-4.49619,29,15
46,87,1060.94,1765.64,-4.18947,29,15
46,88,1072.17,1784.33,-3.56291,29,15
46,89,1060.76,1804.01,-4.18947,29,15
47,89,1082.66,1803.63,-4.49619,29,15
48,89,1105.01,1803.47,-3.56291,29,15
47,88,1093.36,1784.49,-4.18947,29,15
48,87,1104.98,1765.33,-3.56291,29,15
48,88,1115.61,1785.57,-4.49619,29,15
49,87,1126,1765.57,-4.18947,29,15
48,86,1116.43,1747.7,-4.49619,29,15
48,85,1105.4,1727.47,-3.56291,29,15
47,86,1093.44,1746.74,-4.18947,29,15
49,89,1125.99,1803.67,-4.18947,29,15
50,89,1147.67,1804.54,-4.49619,29,15
49,90,1137.83,1821.64,-3.56291,29,15
49,91,1126.05,1840.78,-4.18947,29,15
49,92,1137.82,1859.75,-3.56291,29,15
49,93,1126.07,1878.73,-4.18947,29,15
49,94,1137.84,1897.96,-3.56291,29,15
48,94,1116.02,1897.55,-4.49619,29,15
48,93,1105.08,1878.84,-3.56291,29,15
47,92,1093.52,1859.76,-4.18947,29,15
48,91,1105.08,1840.71,-3.56291,29,15
47,90,1093.43,1821.7,-4.18947,29,15
48,90,1115.72,1821.75,-4.49619,29,15
47,91,1083.31,1840.74,-4.49619,29,15
46,91,1060.81,1840.61,-4.18947,29,15
46,92,1072.25,1859.77,-3.56291,29,15
46,93,1060.84,1878.7,-4.18947,29,15
47,93,1083.23,1878.57,-4.49619,29,15
46,94,1072.12,1897.81,-3.56291,29,15
45,94,1049.34,1896.52,-4.49619,29,15
45,95,1038.96,1916.98,-3.56291,29,15
44,94,1027.27,1897.26,-4.18947,29,15
45,93,1039.53,1878.73,-3.56291,29,15
45,92,1051.02,1859.59,-4.49619,29,15
45,91,1039.62,1840.68,-3.56291,29,15
45,90,1051.1,1821.58,-4.49619,29,15
44,90,1028.47,1821.67,-4.18947,29,15
44,91,1018.75,1841.62,-4.49619,29,15
43,92,1007.21,1860.72,-3.56291,29,15
44,93,1018.64,1880.95,-4.49619,29,15
43,94,1006.63,1899.07,-3.56291,29,15
45,89,1039.47,1803.43,-3.56291,29,15
46,90,1072.25,1821.53,-3.56291,29,15
48,92,1115.78,1859.75,-4.49619,29,15
50,93,1148,1879.17,-4.49619,29,15
51,93,1170.35,1879.09,-3.56291,29,15
50,94,1158.73,1898.69,-4.18947,29,15
50,95,1148.23,1916.1,-4.49619,29,15
50,92,1158.14,1860.1,-4.18947,29,15
51,91,1170.21,1840.62,-3.56291,29,15
50,91,1147.77,1840.74,-4.49619,29,15
26,22,611.286,451.796,-4.19636,1,15
27,22,634.223,452.093,-4.50308,1,15
27,23,621.156,470.924,-3.5698,1,15
28,23,643.578,471.158,-4.19636,1,15
29,23,665.506,470.93,-4.50308,1,15
28,24,653.78,490.019,-3.5698,1,15
29,25,666.358,509.611,-4.50308,1,15
28,25,643.488,509.387,-4.19636,1,15
27,26,633.67,529.665,-4.50308,1,15
26,26,611.35,529.006,-4.19636,1,15
27,27,621.291,547.64,-3.5698,1,15
28,27,643.634,547.311,-4.19636,1,15
29,27,666.312,547.585,-4.50308,1,15
28,26,653.855,528.275,-3.5698,1,15
29,26,676.09,528.419,-4.19636,1,15
30,26,698.729,528.858,-4.50308,1,15
30,25,686.51,509.213,-3.5698,1,15
30,24,698.681,490.597,-4.50308,1,15
30,23,686.496,470.969,-3.5698,1,15
30,22,698.643,452.291,-4.50308,1,15
29,22,675.972,451.925,-4.19636,1,15
28,22,653.798,451.867,-3.5698,1,15
29,21,666.026,435.346,-4.50308,1,15
28,20,653.578,414.958,-3.5698,1,15
28,21,643.334,434.239,-4.19636,1,15
27,21,620.742,433.623,-3.5698,1,15
27,20,632.453,415.598,-4.50308,1,15
30,21,686.434,433.96,-3.5698,1,15
31,21,708.633,434.292,-4.19636,1,15
32,21,731.513,435.776,-4.50308,1,15
31,20,719.501,415.004,-3.5698,1,15
31,22,719.185,451.961,-3.5698,1,15
32,23,731.044,471.562,-4.50308,1,15
31,23,708.685,471.24,-4.19636,1,15
31,24,719.238,490.149,-3.5698,1,15
32,25,731.133,509.813,-4.50308,1,15
31,25,708.747,509.511,-4.19636,1,15
31,26,719.299,528.27,-3.5698,1,15
32,27,731.182,547.918,-4.50308,1,15
31,27,708.784,547.408,-4.19636,1,15
30,27,686.586,547.284,-3.5698,1,15
30,28,698.86,564.456,-4.50308,1,15
30,29,686.489,584.214,-3.5698,1,15
29,28,675.947,564.985,-4.19636,1,15
28,28,653.738,565.242,-3.5698,1,15
28,29,642.452,583.899,-4.19636,1,15
27,29,620.416,584.859,-3.5698,1,15
27,28,633.157,565.209,-4.50308,1,15
26,28,610.752,566.493,-4.19636,1,15
31,28,719.443,565.448,-3.5698,1,15
32,28,741.611,565.173,-4.19636,1,15
33,28,763.804,565.373,-4.50308,1,15
33,29,752.374,584.577,-3.5698,1,15
34,29,774.442,584.76,-4.19636,1,15
33,27,751.981,547.533,-3.5698,1,15
32,26,741.378,528.554,-4.19636,1,15
33,25,751.927,509.211,-3.5698,1,15
33,26,763.211,528.943,-4.50308,1,15
34,25,773.545,509.564,-4.19636,1,15
33,24,762.903,490.161,-4.50308,1,15
33,23,751.889,471.103,-3.5698,1,15
32,24,741.31,490.185,-4.19636,1,15
34,23,773.629,471.141,-4.19636,1,15
32,22,741.267,452.173,-4.19636,1,15
34,27,773.412,547.823,-4.19636,1,15
29,24,675.977,490.068,-4.19636,1,15
25,85,575.157,1725.5,-4.2044,28,15
26,85,597.936,1726.73,-4.51112,28,15
25,86,585.577,1745.23,-3.57784,28,15
26,86,607.93,1745.61,-4.2044,28,15
27,86,630.939,1746.54,-4.51112,28,15
27,85,618.255,1726.39,-3.57784,28,15
28,85,640.62,1726.87,-4.2044,28,15
28,86,651.113,1745.35,-3.57784,28,15
29,87,663.515,1764.99,-4.51112,28,15
28,87,640.764,1764.65,-4.2044,28,15
27,87,618.405,1764.44,-3.57784,28,15
26,88,607.939,1784,-4.2044,28,15
26,89,597.746,1803.99,-4.51112,28,15
25,88,585.705,1783.54,-3.57784,28,15
25,89,575.713,1803.09,-4.2044,28,15
25,90,585.696,1820.86,-3.57784,28,15
26,90,607.89,1820.79,-4.2044,28,15
27,90,630.893,1820.81,-4.51112,28,15
27,91,618.319,1839.83,-3.57784,28,15
28,91,640.263,1839.69,-4.2044,28,15
29,91,663.242,1839.76,-4.51112,28,15
28,92,650.987,1858.86,-3.57784,28,15
29,93,663.85,1877.51,-4.51112,28,15
29,92,673.318,1858.73,-4.2044,28,15
30,92,695.886,1858.58,-4.51112,28,15
30,91,683.763,1839.62,-3.57784,28,15
30,90,695.58,1820.66,-4.51112,28,15
29,90,673.218,1820.63,-4.2044,28,15
28,90,651.064,1820.71,-3.57784,28,15
29,89,663.23,1803.74,-4.51112,28,15
28,88,651.118,1783.47,-3.57784,28,15
28,89,640.709,1803.24,-4.2044,28,15
27,88,629.679,1783.42,-4.51112,28,15
27,89,618.358,1802.67,-3.57784,28,15
29,88,673.398,1784,-4.2044,28,15
30,88,695.823,1784.53,-4.51112,28,15
30,87,683.913,1764.38,-3.57784,28,15
31,87,705.874,1764.54,-4.2044,28,15
31,86,716.841,1744.99,-3.57784,28,15
32,87,727.75,1765.14,-4.51112,28,15
32,86,738.565,1745.42,-4.2044,28,15
32,85,727.474,1725.24,-4.51112,28,15
31,85,706.083,1726.78,-4.2044,28,15
30,85,683.833,1726.35,-3.57784,28,15
30,86,695.839,1746.5,-4.51112,28,15
29,86,673.326,1745.65,-4.2044,28,15
31,88,716.48,1783.46,-3.57784,28,15
32,89,727.682,1803.92,-4.51112,28,15
31,89,706.005,1803.14,-4.2044,28,15
30,89,683.899,1802.56,-3.57784,28,15
31,90,716.297,1820.69,-3.57784,28,15
32,91,726.404,1841.84,-4.51112,28,15
31,91,705.711,1839.63,-4.2044,28,15
31,92,716.262,1859.08,-3.57784,28,15
32,93,728.564,1878.6,-4.51112,28,15
31,93,706.351,1877.7,-4.2044,28,15
31,94,717.114,1897.48,-3.57784,28,15
30,93,684.069,1877.69,-3.57784,28,15
25,87,575.706,1764.36,-4.2044,28,15
25,64,586.374,1301.42,-3.55962,19,15
26,65,599.704,1320.84,-4.49289,19,15
25,66,586.647,1339.79,-3.55962,19,15
26,66,609.03,1339.99,-4.18618,19,15
27,66,631.317,1340.04,-4.49289,19,15
27,65,619.207,1320.57,-3.55962,19,15
28,65,641.763,1320.85,-4.18618,19,15
29,65,664.265,1321.43,-4.49289,19,15
28,64,651.884,1301.6,-3.55962,19,15
29,64,674.187,1301.95,-4.18618,19,15
30,64,696.766,1302.55,-4.49289,19,15
30,63,684.966,1283.81,-3.55962,19,15
30,65,684.68,1320.65,-3.55962,19,15
30,66,696.808,1340.12,-4.49289,19,15
29,66,674.156,1339.9,-4.18618,19,15
28,66,651.889,1339.72,-3.55962,19,15
29,67,664.225,1359.65,-4.49289,19,15
28,67,641.681,1359.2,-4.18618,19,15
27,67,619.173,1358.79,-3.55962,19,15
27,68,631.978,1378.67,-4.49289,19,15
26,68,608.942,1378.26,-4.18618,19,15
25,68,586.649,1378.1,-3.55962,19,15
26,69,599.413,1396.68,-4.49289,19,15
25,70,586.773,1415.44,-3.55962,19,15
26,71,599.403,1435.28,-4.49289,19,15
25,72,586.106,1453.81,-3.55962,19,15
26,72,607.892,1452.72,-4.18618,19,15
27,72,630.46,1451.47,-4.49289,19,15
28,72,651.812,1453,-3.55962,19,15
29,71,664.221,1433.42,-4.49289,19,15
28,71,641.6,1433.7,-4.18618,19,15
27,71,619.237,1434.03,-3.55962,19,15
27,70,631.911,1414.5,-4.49289,19,15
26,70,609.198,1415.07,-4.18618,19,15
27,69,619.305,1395.96,-3.55962,19,15
28,69,641.742,1395.86,-4.18618,19,15
29,69,664.339,1395.73,-4.49289,19,15
28,70,651.91,1415.04,-3.55962,19,15
29,70,674.323,1414.91,-4.18618,19,15
30,70,696.819,1414.7,-4.49289,19,15
30,71,684.776,1434.16,-3.55962,19,15
31,71,706.902,1433.89,-4.18618,19,15
32,71,729.32,1434.04,-4.49289,19,15
31,72,717.521,1453.17,-3.55962,19,15
32,72,739.714,1453.44,-4.18618,19,15
33,71,750.073,1434.8,-3.55962,19,15
32,70,739.139,1415.14,-4.18618,19,15
32,69,728.941,1395.8,-4.49289,19,15
31,70,717.536,1415.17,-3.55962,19,15
31,69,706.967,1395.93,-4.18618,19,15
30,69,684.762,1396.03,-3.55962,19,15
30,68,696.731,1378.87,-4.49289,19,15
30,67,684.626,1358.83,-3.55962,19,15
31,67,706.846,1359.27,-4.18618,19,15
31,66,717.776,1339.27,-3.55962,19,15
32,67,728.783,1359.73,-4.49289,19,15
32,66,739.242,1339.82,-4.18618,19,15
33,65,750.079,1320.29,-3.55962,19,15
31,68,717.376,1377.96,-3.55962,19,15
32,68,739.151,1378.29,-4.18618,19,15
33,69,749.742,1396.1,-3.55962,19,15
31,65,706.801,1320.9,-4.18618,19,15
29,68,674.179,1378.23,-4.18618,19,15
28,68,651.889,1377.92,-3.55962,19,15
29,72,674.32,1452.72,-4.18618,19,15
27,64,631.252,1302.4,-4.49289,19,15
26,64,608.874,1301.72,-4.18618,19,15
25,42,586.751,857.968,-3.57899,10,15
26,42,608.91,858.518,-4.20554,10,15
27,41,619.285,839.374,-3.57899,10,15
27,43,620.082,876.542,-3.57899,10,15
26,44,610.202,895.669,-4.20554,10,15
25,44,587.733,895.311,-3.57899,10,15
27,45,620.175,914.834,-3.57899,10,15
27,46,633.12,934.627,-4.51226,10,15
26,46,610.059,934.22,-4.20554,10,15
27,47,620.187,953.142,-3.57899,10,15
28,47,642.403,953.43,-4.20554,10,15
28,46,652.793,933.972,-3.57899,10,15
29,47,664.417,953.883,-4.51226,10,15
29,46,675.122,934.234,-4.20554,10,15
30,46,697.704,934.721,-4.51226,10,15
30,45,685.611,914.774,-3.57899,10,15
31,45,707.689,914.975,-4.20554,10,15
32,45,729.956,915.596,-4.51226,10,15
31,44,718.335,895.714,-3.57899,10,15
32,44,740.398,896.016,-4.20554,10,15
33,43,751.107,876.657,-3.57899,10,15
33,42,763.589,856.243,-4.51226,10,15
32,42,740.901,859.095,-4.20554,10,15
31,42,718.451,858.786,-3.57899,10,15
32,43,730.078,877.251,-4.51226,10,15
31,43,707.584,876.835,-4.20554,10,15
30,43,685.626,876.621,-3.57899,10,15
30,44,696.941,895.978,-4.51226,10,15
29,44,675.135,895.909,-4.20554,10,15
28,44,652.829,895.787,-3.57899,10,15
29,45,664.454,914.991,-4.51226,10,15
28,45,642.338,914.84,-4.20554,10,15
29,43,665.152,877.404,-4.51226,10,15
28,42,652.651,858.81,-3.57899,10,15
29,42,674.962,859.257,-4.20554,10,15
33,44,761.868,895.823,-4.51226,10,15
33,45,750.905,914.801,-3.57899,10,15
32,46,740.273,934.194,-4.20554,10,15
32,47,730.025,953.584,-4.51226,10,15
31,46,718.352,933.892,-3.57899,10,15
31,47,707.691,953.223,-4.20554,10,15
30,47,685.621,953.042,-3.57899,10,15
30,48,697.73,970.595,-4.51226,10,15
30,49,685.594,990.094,-3.57899,10,15
30,50,698.485,1008.26,-4.51226,10,15
29,50,675.122,1008.81,-4.20554,10,15
28,50,652.779,1009.19,-3.57899,10,15
28,49,642.299,989.91,-4.20554,10,15
27,49,620.167,990.24,-3.57899,10,15
28,48,652.758,971.151,-3.57899,10,15
29,48,675.126,970.919,-4.20554,10,15
31,49,707.837,989.827,-4.20554,10,15
32,49,730.3,989.49,-4.51226,10,15
31,50,718.498,1009.1,-3.57899,10,15
32,50,740.918,1008.93,-4.20554,10,15
33,51,751.554,1028.88,-3.57899,10,15
33,50,763.016,1009.89,-4.51226,10,15
33,49,750.725,990.659,-3.57899,10,15
32,48,740.186,970.908,-4.20554,10,15
31,48,718.301,971.023,-3.57899,10,15
33,47,750.77,953.086,-3.57899,10,15
33,48,760.589,972.921,-4.51226,10,15
5,106,121.501,2149.33,-4.20532,36,15
6,107,131.717,2169.01,-3.57876,36,15
7,107,154.577,2169.64,-4.20532,36,15
6,106,142.002,2151.07,-4.51204,36,15
7,106,164.217,2150.42,-3.57876,36,15
8,106,186.984,2150.85,-4.20532,36,15
8,107,175.541,2170.07,-4.51204,36,15
9,107,197.227,2169.39,-3.57876,36,15
9,108,207.997,2189.37,-4.51204,36,15
10,107,219.71,2169.69,-4.20532,36,15
9,106,207.543,2151.26,-4.51204,36,15
10,106,229.832,2150.34,-3.57876,36,15
11,107,240.285,2170.21,-4.51204,36,15
11,106,252.15,2150.81,-4.20532,36,15
12,107,262.716,2169.34,-3.57876,36,15
12,108,272.678,2189.4,-4.51204,36,15
13,107,284.863,2169.72,-4.20532,36,15
12,106,273.251,2150.76,-4.51204,36,15
13,109,284.858,2208.3,-4.20532,36,15
12,109,262.808,2207.5,-3.57876,36,15
11,108,251.517,2186.67,-4.20532,36,15
11,109,240.492,2208.41,-4.51204,36,15
10,108,230.045,2188.47,-3.57876,36,15
10,109,219.719,2208.13,-4.20532,36,15
9,110,207.918,2227.77,-4.51204,36,15
9,109,197.215,2207.54,-3.57876,36,15
8,110,186.592,2227.41,-4.20532,36,15
7,110,164.454,2226.71,-3.57876,36,15
7,109,154.178,2207.48,-4.20532,36,15
6,110,142.968,2227.91,-4.51204,36,15
6,109,131.861,2207.4,-3.57876,36,15
5,108,121.834,2187.97,-4.20532,36,15
7,111,154.427,2244.95,-4.20532,36,15
6,111,131.769,2244.81,-3.57876,36,15
7,112,164.411,2263.93,-3.57876,36,15
8,112,186.929,2263.95,-4.20532,36,15
8,111,175.245,2244.76,-4.51204,36,15
9,111,197.065,2244.74,-3.57876,36,15
10,111,219.489,2244.74,-4.20532,36,15
9,112,207.676,2263.62,-4.51204,36,15
10,113,219.604,2282.86,-4.20532,36,15
9,113,197.03,2282.86,-3.57876,36,15
8,114,186.694,2302.06,-4.20532,36,15
7,114,164.548,2301.99,-3.57876,36,15
10,112,229.802,2263.63,-3.57876,36,15
11,111,240.025,2244.41,-4.51204,36,15
12,111,262.529,2244.59,-3.57876,36,15
12,112,271.786,2265.31,-4.51204,36,15
13,111,284.144,2244.98,-4.20532,36,15
13,112,294.755,2264.73,-3.57876,36,15
13,113,284.195,2284.08,-4.20532,36,15
12,114,272.872,2303.46,-4.51204,36,15
12,113,262.528,2282.83,-3.57876,36,15
11,113,240.429,2282.62,-4.51204,36,15
11,114,252.497,2301.75,-4.20532,36,15
